;Unnamed: 0;AanestysId;Ryhma;Jaa;Ei;Tyhjia;Poissa;Yhteensa;Tyyppi;IstuntoVPVuosi;IstuntoPvm;AanestysMitatoity;KohtaKasittelyVaihe;AanestysValtiopaivaasia
1238;637554;36207;Hallitusryhmät;100;0;0;23;123;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1239;637555;36207;Oppositioryhmät;0;59;0;17;76;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1250;637596;36209;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1251;637597;36209;Kansallisen kokoomuksen eduskuntaryhmä;31;0;0;6;37;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1252;637598;36209;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1253;637599;36209;Sosialidemokraattinen eduskuntaryhmä;0;27;0;7;34;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1254;637600;36209;Vihreä eduskuntaryhmä;0;13;0;2;15;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1255;637601;36209;Vasemmistoliiton eduskuntaryhmä;0;9;0;3;12;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1256;637602;36209;Ruotsalainen eduskuntaryhmä;3;0;2;5;10;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1257;637603;36209;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1258;637604;36209;Hallitusryhmät;103;0;0;20;123;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1259;637605;36209;Oppositioryhmät;8;49;2;17;76;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 33/2015 vp
1270;637646;36211;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 13/2015 vp
1271;637647;36211;Kansallisen kokoomuksen eduskuntaryhmä;31;0;0;6;37;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 13/2015 vp
1272;637648;36211;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 13/2015 vp
1273;637649;36211;Sosialidemokraattinen eduskuntaryhmä;0;27;0;7;34;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 13/2015 vp
1274;637650;36211;Vihreä eduskuntaryhmä;0;13;0;2;15;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 13/2015 vp
1275;637651;36211;Vasemmistoliiton eduskuntaryhmä;0;9;0;3;12;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 13/2015 vp
1276;637652;36211;Ruotsalainen eduskuntaryhmä;5;0;0;5;10;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 13/2015 vp
1277;637653;36211;Kristillisdemokraattinen eduskuntaryhmä;0;5;0;0;5;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 13/2015 vp
1278;637654;36211;Hallitusryhmät;103;0;0;20;123;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 13/2015 vp
1279;637655;36211;Oppositioryhmät;5;54;0;17;76;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 13/2015 vp
1290;637696;36213;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1291;637697;36213;Kansallisen kokoomuksen eduskuntaryhmä;31;0;0;6;37;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1292;637698;36213;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1293;637699;36213;Sosialidemokraattinen eduskuntaryhmä;0;27;0;7;34;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1294;637700;36213;Vihreä eduskuntaryhmä;0;13;0;2;15;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1295;637701;36213;Vasemmistoliiton eduskuntaryhmä;0;9;0;3;12;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1296;637702;36213;Ruotsalainen eduskuntaryhmä;0;5;0;5;10;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1297;637703;36213;Kristillisdemokraattinen eduskuntaryhmä;0;5;0;0;5;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1298;637704;36213;Hallitusryhmät;103;0;0;20;123;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1299;637705;36213;Oppositioryhmät;0;59;0;17;76;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1310;637746;36215;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1311;637747;36215;Kansallisen kokoomuksen eduskuntaryhmä;31;0;0;6;37;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1312;637748;36215;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1313;637749;36215;Sosialidemokraattinen eduskuntaryhmä;0;27;0;7;34;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1314;637750;36215;Vihreä eduskuntaryhmä;0;13;0;2;15;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1315;637751;36215;Vasemmistoliiton eduskuntaryhmä;0;9;0;3;12;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1316;637752;36215;Ruotsalainen eduskuntaryhmä;0;5;0;5;10;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1317;637753;36215;Kristillisdemokraattinen eduskuntaryhmä;0;5;0;0;5;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1318;637754;36215;Hallitusryhmät;103;0;0;20;123;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1319;637755;36215;Oppositioryhmät;0;59;0;17;76;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 50/2015 vp
1330;637796;36217;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 16/2015 vp
1331;637797;36217;Kansallisen kokoomuksen eduskuntaryhmä;30;0;0;7;37;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 16/2015 vp
1332;637798;36217;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 16/2015 vp
1333;637799;36217;Sosialidemokraattinen eduskuntaryhmä;27;0;0;7;34;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 16/2015 vp
1334;637800;36217;Vihreä eduskuntaryhmä;13;0;0;2;15;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 16/2015 vp
1335;637801;36217;Vasemmistoliiton eduskuntaryhmä;5;4;0;3;12;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 16/2015 vp
1336;637802;36217;Ruotsalainen eduskuntaryhmä;5;0;0;5;10;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 16/2015 vp
1337;637803;36217;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 16/2015 vp
1338;637804;36217;Hallitusryhmät;102;0;0;21;123;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 16/2015 vp
1339;637805;36217;Oppositioryhmät;55;4;0;17;76;hallitusoppositio;2015.0;2015-11-20 00:00:00;0.0;Toinen käsittely;HE 16/2015 vp
1470;638146;36231;Keskustan eduskuntaryhmä;38;0;0;11;49;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1471;638147;36231;Kansallisen kokoomuksen eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1472;638148;36231;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1473;638149;36231;Sosialidemokraattinen eduskuntaryhmä;0;30;0;4;34;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1474;638150;36231;Vihreä eduskuntaryhmä;0;12;0;3;15;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1475;638151;36231;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1476;638152;36231;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1477;638153;36231;Kristillisdemokraattinen eduskuntaryhmä;0;5;0;0;5;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1478;638154;36231;Hallitusryhmät;104;0;0;19;123;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1479;638155;36231;Oppositioryhmät;9;59;0;8;76;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1490;638196;36233;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1491;638197;36233;Kansallisen kokoomuksen eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1492;638198;36233;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1493;638199;36233;Sosialidemokraattinen eduskuntaryhmä;0;30;0;4;34;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1494;638200;36233;Vihreä eduskuntaryhmä;0;12;0;3;15;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1495;638201;36233;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1496;638202;36233;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1497;638203;36233;Kristillisdemokraattinen eduskuntaryhmä;0;5;0;0;5;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1498;638204;36233;Hallitusryhmät;105;0;0;18;123;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1499;638205;36233;Oppositioryhmät;9;59;0;8;76;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1510;638246;36235;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1511;638247;36235;Kansallisen kokoomuksen eduskuntaryhmä;34;0;0;3;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1512;638248;36235;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1513;638249;36235;Sosialidemokraattinen eduskuntaryhmä;0;30;0;4;34;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1514;638250;36235;Vihreä eduskuntaryhmä;0;12;0;3;15;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1515;638251;36235;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1516;638252;36235;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1517;638253;36235;Kristillisdemokraattinen eduskuntaryhmä;2;3;0;0;5;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1518;638254;36235;Hallitusryhmät;106;0;0;17;123;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1519;638255;36235;Oppositioryhmät;11;57;0;8;76;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Ainoa käsittely;HE 101/2015 vp
1530;638296;36237;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1531;638297;36237;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;2;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1532;638298;36237;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1533;638299;36237;Sosialidemokraattinen eduskuntaryhmä;0;30;0;4;34;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1534;638300;36237;Vihreä eduskuntaryhmä;0;12;0;3;15;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1535;638301;36237;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1536;638302;36237;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1537;638303;36237;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1538;638304;36237;Hallitusryhmät;107;0;0;16;123;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1539;638305;36237;Oppositioryhmät;14;54;0;8;76;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1550;638346;36239;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1551;638347;36239;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;2;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1552;638348;36239;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1553;638349;36239;Sosialidemokraattinen eduskuntaryhmä;0;30;0;4;34;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1554;638350;36239;Vihreä eduskuntaryhmä;0;12;0;3;15;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1555;638351;36239;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1556;638352;36239;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1557;638353;36239;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1558;638354;36239;Hallitusryhmät;107;0;0;16;123;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1559;638355;36239;Oppositioryhmät;14;54;0;8;76;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1570;638396;36241;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1571;638397;36241;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;2;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1572;638398;36241;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1573;638399;36241;Sosialidemokraattinen eduskuntaryhmä;30;0;0;4;34;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1574;638400;36241;Vihreä eduskuntaryhmä;12;0;0;3;15;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1575;638401;36241;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1576;638402;36241;Ruotsalainen eduskuntaryhmä;8;0;0;2;10;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1577;638403;36241;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1578;638404;36241;Hallitusryhmät;107;0;0;16;123;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1579;638405;36241;Oppositioryhmät;55;12;0;9;76;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 31/2015 vp
1590;638446;36243;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 29/2015 vp
1591;638447;36243;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;2;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 29/2015 vp
1592;638448;36243;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 29/2015 vp
1593;638449;36243;Sosialidemokraattinen eduskuntaryhmä;0;30;0;4;34;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 29/2015 vp
1594;638450;36243;Vihreä eduskuntaryhmä;0;12;0;3;15;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 29/2015 vp
1595;638451;36243;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 29/2015 vp
1596;638452;36243;Ruotsalainen eduskuntaryhmä;3;0;6;1;10;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 29/2015 vp
1597;638453;36243;Kristillisdemokraattinen eduskuntaryhmä;0;5;0;0;5;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 29/2015 vp
1598;638454;36243;Hallitusryhmät;107;0;0;16;123;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 29/2015 vp
1599;638455;36243;Oppositioryhmät;3;59;6;8;76;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 29/2015 vp
1610;638496;36245;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 40/2015 vp
1611;638497;36245;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;2;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 40/2015 vp
1612;638498;36245;Perussuomalaisten eduskuntaryhmä;33;0;0;4;37;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 40/2015 vp
1613;638499;36245;Sosialidemokraattinen eduskuntaryhmä;0;30;0;4;34;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 40/2015 vp
1614;638500;36245;Vihreä eduskuntaryhmä;0;12;0;3;15;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 40/2015 vp
1615;638501;36245;Vasemmistoliiton eduskuntaryhmä;0;12;0;0;12;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 40/2015 vp
1616;638502;36245;Ruotsalainen eduskuntaryhmä;1;0;8;1;10;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 40/2015 vp
1617;638503;36245;Kristillisdemokraattinen eduskuntaryhmä;2;3;0;0;5;eduskuntaryhma;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 40/2015 vp
1618;638504;36245;Hallitusryhmät;107;0;0;16;123;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 40/2015 vp
1619;638505;36245;Oppositioryhmät;3;57;8;8;76;hallitusoppositio;2015.0;2015-11-25 00:00:00;0.0;Toinen käsittely;HE 40/2015 vp
1670;638646;36251;Keskustan eduskuntaryhmä;39;0;0;10;49;eduskuntaryhma;2015.0;2015-12-02 00:00:00;0.0;Toinen käsittely;HE 44/2015 vp
1671;638647;36251;Kansallisen kokoomuksen eduskuntaryhmä;30;0;0;7;37;eduskuntaryhma;2015.0;2015-12-02 00:00:00;0.0;Toinen käsittely;HE 44/2015 vp
1672;638648;36251;Perussuomalaisten eduskuntaryhmä;29;0;0;8;37;eduskuntaryhma;2015.0;2015-12-02 00:00:00;0.0;Toinen käsittely;HE 44/2015 vp
1673;638649;36251;Sosialidemokraattinen eduskuntaryhmä;0;30;0;4;34;eduskuntaryhma;2015.0;2015-12-02 00:00:00;0.0;Toinen käsittely;HE 44/2015 vp
1674;638650;36251;Vihreä eduskuntaryhmä;0;12;0;3;15;eduskuntaryhma;2015.0;2015-12-02 00:00:00;0.0;Toinen käsittely;HE 44/2015 vp
1675;638651;36251;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2015.0;2015-12-02 00:00:00;0.0;Toinen käsittely;HE 44/2015 vp
1676;638652;36251;Ruotsalainen eduskuntaryhmä;0;6;0;4;10;eduskuntaryhma;2015.0;2015-12-02 00:00:00;0.0;Toinen käsittely;HE 44/2015 vp
1677;638653;36251;Kristillisdemokraattinen eduskuntaryhmä;4;0;0;1;5;eduskuntaryhma;2015.0;2015-12-02 00:00:00;0.0;Toinen käsittely;HE 44/2015 vp
1678;638654;36251;Hallitusryhmät;98;0;0;25;123;hallitusoppositio;2015.0;2015-12-02 00:00:00;0.0;Toinen käsittely;HE 44/2015 vp
1679;638655;36251;Oppositioryhmät;4;59;0;13;76;hallitusoppositio;2015.0;2015-12-02 00:00:00;0.0;Toinen käsittely;HE 44/2015 vp
1830;639046;36267;Keskustan eduskuntaryhmä;41;0;0;8;49;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 34/2015 vp
1831;639047;36267;Kansallisen kokoomuksen eduskuntaryhmä;31;0;0;6;37;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 34/2015 vp
1832;639048;36267;Perussuomalaisten eduskuntaryhmä;35;0;0;2;37;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 34/2015 vp
1833;639049;36267;Sosialidemokraattinen eduskuntaryhmä;0;28;0;6;34;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 34/2015 vp
1834;639050;36267;Vihreä eduskuntaryhmä;0;10;0;5;15;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 34/2015 vp
1835;639051;36267;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 34/2015 vp
1836;639052;36267;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 34/2015 vp
1837;639053;36267;Kristillisdemokraattinen eduskuntaryhmä;0;5;0;0;5;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 34/2015 vp
1838;639054;36267;Hallitusryhmät;107;0;0;16;123;hallitusoppositio;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 34/2015 vp
1839;639055;36267;Oppositioryhmät;9;54;0;13;76;hallitusoppositio;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 34/2015 vp
1850;639096;36269;Keskustan eduskuntaryhmä;41;0;0;8;49;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 58/2015 vp
1851;639097;36269;Kansallisen kokoomuksen eduskuntaryhmä;32;0;0;5;37;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 58/2015 vp
1852;639098;36269;Perussuomalaisten eduskuntaryhmä;35;0;0;2;37;eduskuntaryhma;2015.0;2015-12-09 00:00:00;0.0;Toinen käsittely;HE 58/2015 vp
